Rise of the Planet of the Apes (2011).TS.IMAGiNE.br.srt	Ficção científica
Road The.DVDScr.ToXiC.br.srt	Aventura
Robin Hood (2010).BRRIP.YIFY.br.srt	Ação
RocknRolla.DVDRip.aXXo.br.srt	Crime
Rocky.DVDRip.aXXo.br.srt	Aventura
Rocky II.DVDRip.Rets.br.srt	Aventura
Rocky III.DVDRip.Rets.br.srt	Aventura
Rocky IV.DVDRip.Rets.br.srt	Aventura
Rocky V.DVDRip.Rets.br.srt	Aventura
Room.DVDScr.EVO.br.srt	Drama
Rosemary s Baby(1968).br.srt	Terror
Rush Hour 3.DVDRip.NeDiVx.br.srt	Comédia
Saturday Night Fever.DVDRip.br.srt	Musical
Saving Private Ryan.720p.ESiR.br.srt	Drama
Saw.DVDRip.NikonXP.br.srt	Terror
Scarface.br.srt	Crime
Schindler s List(1993).br.srt	Drama
Se7en Seven  (1995).br.srt	Crime
Sex And The City.DVDRip.aXXo.br.srt	Comédia Romântica
Sex Drive Sexdrive (2008).DVDRip.FXG.br.srt	Comédia
Sherlock Holmes A Game of Shadows (2011).TS.BBnRG.br.srt	Aventura
Sherlock Holmes.TS.REPACK.-D3MONZ.br.srt	Aventura
Shooter.DVDRip.aXXo.br.srt	Ação
Shrek 2 (2004).1080p.EbP.br.srt	Infantil
Shrek the Third.DVDRip.FLAiTE.br.srt	Infantil
Shrek.TLF.br.srt	Infantil
Silence of the Lambs The(1991).br.srt	Crime
Silent Hill.1080p.ESiR.br.srt	Terror
Simpsons Movie The.DVDRip.X264.br.srt	Comédia
Sin City.BDRip.Z0N3.br.srt	Crime
Slumdog Millionaire.DVDRip.EVO.br.srt	Drama
Snatch.DVDRip.DCA.br.srt	Ação
Sorcerer s Apprentice The.TS.KiNGDOM.br.srt	Ação
Sound of Music The(1965).br.srt	Musical
Source Code (2011).DVDRip.MAXSPEED.br.srt	Ficção científica
South Park Bigger Longer Uncut.br.sub	Comédia
Speed Racer.DVDRip.FLAWL3SS.br.srt	Aventura
Spider Man 2 (2004).BRRIP.SecretMyth.(Kingdom-Release).br.srt	Aventura
Spider Man 3.DVDRip.MoLoTOV.br.srt	Aventura
Spirit The.DVDRip.DiAMOND.br.srt	Ação
Spread.DVDRip.ARROW.br.srt	Comédia Romântica
Spy.BrRip.br.srt	Comédia
Stalker(1979).br.srt	Ficção científica
Star Trek.DVDRip.FxM.br.srt	Ficção científica
Star Wars.720p.hV.br.srt	Ficção científica
Star Wars Episode II Attack of the Clones.br.srt	Ficção científica
Star Wars Episode I The Phantom Menace.br.srt	Ficção científica
Star Wars Episode VI Return of the Jedi.br.srt	Ficção científica
Star Wars Episode V The Empire Strikes Back.br.sub	Ficção científica
State Of Play.DVDRip.ZEKTORM.br.srt	Crime
Step Up 2 The Streets(2008).Bluray.x264-HDxT.br.srt	Musical
Step Up.DVDRip.aXXo.br.srt	Musical
Stranger Than Fiction.WAF.br.srt	Comédia
Street Kings.DVDScr.KingBen.br.srt	Crime
Sukiyaki Western Django.DVDRip.CODE.br.srt	Ação
Superbad.TS.mVs.br.srt	Comédia
Superhero Movie(2008).DVDRip.1] DragonRipper.br.srt	Comédia
Superman Returns(2006).DVDRip.Superman.Returns[2006]DvDrip[Eng]-aXXo.br.srt	Aventura
Surrogates.1080p.WiKi.br.srt	Ficção científica
Sweeney Todd The Demon Barber of Fleet Street (2007).DVDScr.PUKKA.br.srt	Terror
Switch The.R5.Noir.br.srt	Comédia Romântica
Take Me Home Tonight (2011).720p.MHD.br.srt	Comédia Romântica
Tango Cash.720p.Funner.br.srt	Ação
Tarzan the Ape Man.DVDRip.br.srt	Aventura
Taxi Driver.HDRIP.BDK.br.srt	Drama
Ted (2012).TS.br.srt	Comédia
Teeth(2007).DVDRip.Teeth[2007]DvDrip[Eng]-aXXo.br.srt	Terror
Tekken.DVDRip.Noir.br.srt	Ação
Tenacious D in The Pick of Destiny (2006).DVDRip.DiAMOND.br.srt	Musical
Terminal The.br.srt	Drama
Terminator 2 Judgment Day (1991).720p.WiKi.br.srt	Ficção científica
Terminator Salvation.P2P.br.srt	Ficção científica
Terminator The (1984).720p.3Li.br.srt	Ficção científica
Thank You For Smoking (2005).DVDRip.aXXo.br.srt	Drama
The Day The Earth Stood Still.TS.OPTiC.br.srt	Ficção científica
The Hobbit An Unexpected Journey (2012).1080p.SPARKS.br.srt	Aventura
There Will Be Blood(2008).br.srt	Drama
The Twilight Saga Breaking Dawn Part 2 (2012).TS.LiFT.br.srt	Aventura
Thing The (1982).br.srt	Ficção científica
Thing The (1982).br.srt (2)	Ficção científica
Three Musketeers The (2011).DVDRip.MAXSPEED.br.srt	Aventura
Time Traveler s Wife The.720p.METiS.br.srt	Drama
Titanic.720p.NhaNc3.br.srt	Drama
TMNT.TS.PUKKA.br.srt	Infantil
Top Gun.DVDRip.NuMy.br.srt	Ação
Total Recall (2012).DVDScr.br.srt	Ação
Tournament The.BRRIP.br.srt	Ação
Tower Heist (2011).BRRIP.LEGi0N.br.srt	Comédia
Town The (2010).1080p.Theatrical.br.srt	Crime
Toy Story 2.720p.CtrlHD.br.srt	Infantil
Toy Story 3.DVDRip.Jaybob.br.srt	Infantil
Toy Story.720p.CtrlHD.br.srt	Infantil
Training Day.1080p.SZ.br.srt	Crime
Trainspotting.DVDRip.SONiC.br.srt	Ação
Traitor.DVDRip.ARROW.br.srt	Crime
Transformers.720p.NhaNc3.br.srt	Aventura
Transformers Dark of the Moon (2011).TS.FLAWL3SS.br.srt	Aventura
Transformers Revenge of the Fallen.TS.XDurus.br.srt	Aventura
Transformers The Movie The.DVDRip.aXXo.br.srt	Aventura
Transporter 2.DVDRip.NeRoZ.br.srt	Ação
Transporter 3.TS.iLG.br.srt	Ação
Transporter The(2002).br.srt	Ação
Triangle.BDRip.FRAGMENT.br.srt	Mistério
TRON Legacy (2010).1080p.BDRip.br.srt	Ficção científica
Tropa De Elite The Elite Squad (2007).XviD-ARiSCO.br.srt	Crime
Twelve Angry Men.br.srt	Drama
Twelve Monkeys (1995).br.srt	Ficção científica
Twilight Saga 4 Breaking Dawn Part 1 The (2011).BRRIP.SOuVLaAKI.br.srt	Aventura
Twilight Saga Eclipse The.DVDScr.CRYS.br.srt	Aventura
Twilight Saga New Moon The.POISON.br.srt	Aventura
Twilight.TS.Wolfy.br.srt	Aventura
Ugly Truth The.DVDScr.CAMELOT.br.srt	Comédia Romântica
Ultimate Gift The.DVDRip.FxM.br.srt	Drama
Unborn The.br.srt	Terror
Underworld Awakening (2012).1080p.YIFY.br.srt	Ação
Underworld.DVDRip.Zeus Dias.br.srt	Ação
Underworld Evolution.DVDRip.aXXo.br.srt	Ação
Underworld Rise of the Lycans.DVDScr.Neptune.br.srt	Ação
Unfaithful (2002).BRRIP.YIFY.br.srt	Drama
Uninvited The.DVDRip.FXG.br.srt	Terror
Unknown (2011).1080p.BDRip.br.srt	Mistério
Untraceable.DVDScr.nDn.br.srt	Crime
Up.DVDScr.ROAR.br.srt	Infantil
Up In The Air.DVDScr.SecretMyth.(Kingdom-Release).br.srt	Comédia Romântica
Upside Down (2012).1080p.CHD.br.srt	Drama
Usual Suspects The.BDRip.hO@SiLU.br.srt	Crime
Valkyrie.TS.Valkyrie ( CAM ).br.srt	Drama
Van Helsing The London Assignment (2004).DVDRip.VH-PROD.br.srt	Aventura
Vanilla Sky (2001).br.srt	Drama
Vantage Point(2008).DVDRip.[Eng]-DUQA.br.srt	Crime
Vertical Limit(2000).br.srt	Ação
Vertigo.720p.pTT.br.srt	Mistério
V for Vendetta.DVDRip.FLAWL3SS.br.srt	Aventura
Vicky Cristina Barcelona.720p.SEPTiC.br.srt	Drama
Virgin Territory(2007).DVDRip.Virgin.Territory[2007] DvDrip[Eng]-aXXo.br.srt	Comédia
Vita bella La Life Is Beautiful  (1997).br.srt	Drama
Volver.720p.ortamci.br.srt	Comédia
Walk The.HDRip.EVO.br.srt	Aventura
Walk The Line.720p.ESiR.br.srt	Drama
WALL E.DVDRip.aXXo.br.srt	Infantil
Wall Street Money Never Sleeps.R5.LOADiNG.br.srt	Drama
Wanted.TC.mVs.br.srt	Ação
War.DVDRip.iMBT.br.srt	Ação
War Horse (2011).DVDScr.CM8.br.srt	Drama
Warm Bodies (2013).TS.DUQA.br.srt	Comédia
Warrior (2011).DVDRip.ViP3R.br.srt	Drama
Watchmen.TS.STG.br.srt	Aventura
Waterworld(1995).br.srt	Aventura
We Own the Night.720p.ESiR.br.srt	Crime
We Were Soldiers.720p.REVEiLLE.br.srt	Ação
What A Girl Wants.br.srt	Comédia Romântica
What Happens In Vegas...(2008).DVDRip.Vegas[2008]DvDrip[Eng]-D_Mania.br.srt	Comédia Romântica
What Women Want (2000).720p.DON.br.srt	Comédia
Where The Wild Things Are.DVDRip.ViSiON.br.srt	Aventura
Whip It.DVDRip.FXG.br.srt	Drama
Wild Hogs(2007).TS.XViD-20th.br.srt	Aventura
Wizard of Oz The.720p.SiNNERS.br.srt	Aventura
Wolfman The.TS.MOViERUSH.br.srt	Terror
Woman In Black The (2012).br.srt	Terror
World Is Not Enough The (1999).1080p.BDRip.br.srt	Ação
Wreck It Ralph (2012).BRRIP.br.srt	Infantil
Wrestler The.DVDScr.Noir.br.srt	Drama
X Files I Want to Believe The.DVDRip.DUQA.br.srt	Ficção científica
X men Origins Wolverine.DVDRip.JUMANJi.br.srt	Aventura
X Men The Last Stand (2006).BRRIP.frapper(HDScene.Release).br.srt	Aventura
Year One.DVDRip.ARROW.br.srt	Comédia
Yes Man.DVDScr.LTT.br.srt	Comédia
You Don t Mess With The Zohan.KingBen.br.srt	Comédia
Zabriskie Point(1970).br.srt	Drama
Zack and Miri Make a Porno.br.srt	Comédia Romântica
Zeitgeist The Movie.DVDRip.br.srt	Documentário
Zodiac.DVDRip.aXXo.br.srt	Crime
Zombieland.DVDRip.TxR.br.srt	Aventura
